time,size
25.53081512451172,10
25.683164596557617,10
25.34198760986328,10
24.92976188659668,10
25.46381950378418,10
25.767803192138672,10
25.252342224121094,10
25.38013458251953,10
25.723695755004883,10
25.398731231689453,10
25.565147399902344,10
25.739431381225586,10
25.54011344909668,10
25.534629821777344,10
25.752782821655273,10
25.66242218017578,10
25.693178176879883,10
25.539636611938477,10
25.657176971435547,10
25.312185287475586,10
25.597810745239258,10
25.70319175720215,10
25.822877883911133,10
25.949478149414062,10
25.693416595458984,10
25.57849884033203,10
25.70962905883789,10
25.85768699645996,10
25.448083877563477,10
26.01337432861328,10
25.82716941833496,10
25.790691375732422,10
25.53582191467285,10
25.73704719543457,10
25.7720947265625,10
25.531530380249023,10
25.74324607849121,10
25.23350715637207,10
25.220632553100586,10
25.365829467773438,10
25.79784393310547,10
25.84242820739746,10
25.781631469726562,10
25.80428123474121,10
25.77829360961914,10
25.310993194580078,10
25.463104248046875,10
25.400400161743164,10
25.609731674194336,10
25.16484260559082,10
25.501489639282227,10
25.274038314819336,10
25.59804916381836,10
25.90155601501465,10
25.475740432739258,10
25.177717208862305,10
25.384187698364258,10
None,10
25.551557540893555,10
25.79045295715332,10
26.056766510009766,10
25.470733642578125,10
25.638103485107422,10
25.862455368041992,10
25.875091552734375,10
25.673866271972656,10
25.505781173706055,10
26.015758514404297,10
25.534868240356445,10
25.470733642578125,10
25.13432502746582,10
25.557518005371094,10
25.284290313720703,10
25.066614151000977,10
25.408029556274414,10
25.687456130981445,10
25.75516700744629,10
25.10976791381836,10
25.32029151916504,10
25.7565975189209,10
25.575876235961914,10
25.483369827270508,10
25.673389434814453,10
25.83169937133789,10
25.78282356262207,10
25.589942932128906,10
25.837182998657227,10
25.884628295898438,10
25.841474533081055,10
25.79641342163086,10
25.873661041259766,10
25.71845054626465,10
25.797605514526367,10
25.996685028076172,10
25.11143684387207,10
25.618553161621094,10
25.52485466003418,10
25.849103927612305,10
25.77066421508789,10
26.031494140625,10
25.369644165039062,15
25.274991989135742,15
25.682687759399414,15
25.65741539001465,15
25.73990821838379,15
25.523900985717773,15
25.25019645690918,15
25.41971206665039,15
25.230884552001953,15
25.458335876464844,15
25.027751922607422,15
25.75373649597168,15
25.47478675842285,15
25.14171600341797,15
25.471925735473633,15
None,15
25.596141815185547,15
25.700092315673828,15
25.83003044128418,15
25.865554809570312,15
25.54798126220703,15
25.37989616394043,15
25.2835750579834,15
25.49147605895996,15
25.49433708190918,15
25.16794204711914,15
25.52342414855957,15
25.436878204345703,15
25.71415901184082,15
25.470733642578125,15
25.47311782836914,15
25.44856071472168,15
25.303363800048828,15
25.572538375854492,15
25.542736053466797,15
25.26092529296875,15
25.45905113220215,15
25.83479881286621,15
25.70629119873047,15
25.07615089416504,15
25.789976119995117,15
25.46095848083496,15
25.30694007873535,15
25.5277156829834,15
25.18320083618164,15
25.45785903930664,15
24.979352951049805,15
25.070905685424805,15
25.562524795532227,15
25.2838134765625,15
25.45762062072754,15
